disease_name,trigger_symptom,red_flag_weight,prior_probability_div2,Q1_onset,Q2_duration,Q3_severity_scale,Q4_frequency,Q5_course,Q6_modifiers,Q7_associated_symptoms,Q8_past_history,Q9_localization,Q10_assoc_swelling_redness_warmth,priority
Ankylosing Spondylitis,chest pain,0.9,0.00225,"Did the chest pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing chest pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the chest pain? [answer_type: numeric_scale | range: 1-10]","Is the chest pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the chest pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the chest pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with chest pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to chest pain? [answer_type: yes_no | options: yes, no]","Is the chest pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the chest pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Ankylosing Spondylitis,buttock pain,0.5,0.00225,"Did the buttock pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing buttock pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the buttock pain? [answer_type: numeric_scale | range: 1-10]","Is the buttock pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the buttock pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the buttock pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with buttock pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to buttock pain? [answer_type: yes_no | options: yes, no]","Is the buttock pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the buttock pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Anemia,fatigue,0.5,0.054,"Did the fatigue start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fatigue? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fatigue? [answer_type: numeric_scale | range: 1-10]","Is the fatigue constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fatigue getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fatigue better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fatigue? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fatigue? [answer_type: yes_no | options: yes, no]","Is the fatigue localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fatigue? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Anemia,weakness,0.5,0.054,"Did the weakness start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing weakness? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the weakness? [answer_type: numeric_scale | range: 1-10]","Is the weakness constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the weakness getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the weakness better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with weakness? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to weakness? [answer_type: yes_no | options: yes, no]","Is the weakness localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the weakness? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Anemia,pale skin,0.35,0.054,"Did the pale skin start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing pale skin? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the pale skin? [answer_type: numeric_scale | range: 1-10]","Is the pale skin constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the pale skin getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the pale skin better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with pale skin? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to pale skin? [answer_type: yes_no | options: yes, no]","Is the pale skin localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the pale skin? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Anemia,shortness of breath,0.9,0.054,"Did the shortness of breath start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing shortness of breath? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the shortness of breath? [answer_type: numeric_scale | range: 1-10]","Is the shortness of breath constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the shortness of breath getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the shortness of breath better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with shortness of breath? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to shortness of breath? [answer_type: yes_no | options: yes, no]","Is the shortness of breath localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the shortness of breath? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Anemia,dizziness,0.6,0.054,"Did the dizziness start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing dizziness? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the dizziness? [answer_type: numeric_scale | range: 1-10]","Is the dizziness constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the dizziness getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the dizziness better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with dizziness? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to dizziness? [answer_type: yes_no | options: yes, no]","Is the dizziness localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the dizziness? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Anemia,cold hands,0.5,0.054,"Did the cold hands start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing cold hands? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the cold hands? [answer_type: numeric_scale | range: 1-10]","Is the cold hands constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the cold hands getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the cold hands better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with cold hands? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to cold hands? [answer_type: yes_no | options: yes, no]","Is the cold hands localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the cold hands? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Anemia,chest pain,0.9,0.054,"Did the chest pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing chest pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the chest pain? [answer_type: numeric_scale | range: 1-10]","Is the chest pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the chest pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the chest pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with chest pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to chest pain? [answer_type: yes_no | options: yes, no]","Is the chest pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the chest pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Anemia,headache,0.5,0.054,"Did the headache start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing headache? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the headache? [answer_type: numeric_scale | range: 1-10]","Is the headache constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the headache getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the headache better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with headache? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to headache? [answer_type: yes_no | options: yes, no]","Is the headache localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the headache? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Amoebiasis,diarrhea,0.5,0.0135,"Did the diarrhea start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing diarrhea? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the diarrhea? [answer_type: numeric_scale | range: 1-10]","Is the diarrhea constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the diarrhea getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the diarrhea better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with diarrhea? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to diarrhea? [answer_type: yes_no | options: yes, no]","Is the diarrhea localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the diarrhea? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Amoebiasis,abdominal cramping,0.5,0.0135,"Did the abdominal cramping start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing abdominal cramping? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the abdominal cramping? [answer_type: numeric_scale | range: 1-10]","Is the abdominal cramping constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the abdominal cramping getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the abdominal cramping better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with abdominal cramping? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to abdominal cramping? [answer_type: yes_no | options: yes, no]","Is the abdominal cramping localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the abdominal cramping? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Amoebiasis,blood in stool,0.8,0.0135,"Did the blood in stool start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing blood in stool? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the blood in stool? [answer_type: numeric_scale | range: 1-10]","Is the blood in stool constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the blood in stool getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the blood in stool better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with blood in stool? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to blood in stool? [answer_type: yes_no | options: yes, no]","Is the blood in stool localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the blood in stool? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Amoebiasis,nausea,0.5,0.0135,"Did the nausea start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing nausea? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the nausea? [answer_type: numeric_scale | range: 1-10]","Is the nausea constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the nausea getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the nausea better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with nausea? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to nausea? [answer_type: yes_no | options: yes, no]","Is the nausea localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the nausea? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Amoebiasis,weight loss,0.7,0.0135,"Did the weight loss start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing weight loss? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the weight loss? [answer_type: numeric_scale | range: 1-10]","Is the weight loss constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the weight loss getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the weight loss better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with weight loss? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to weight loss? [answer_type: yes_no | options: yes, no]","Is the weight loss localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the weight loss? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Amoebiasis,fever,0.5,0.0135,"Did the fever start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fever? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fever? [answer_type: numeric_scale | range: 1-10]","Is the fever constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fever getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fever better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fever? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fever? [answer_type: yes_no | options: yes, no]","Is the fever localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fever? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Amoebiasis,flatulence,0.5,0.0135,"Did the flatulence start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing flatulence? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the flatulence? [answer_type: numeric_scale | range: 1-10]","Is the flatulence constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the flatulence getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the flatulence better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with flatulence? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to flatulence? [answer_type: yes_no | options: yes, no]","Is the flatulence localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the flatulence? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Amoebiasis,fatigue,0.5,0.0135,"Did the fatigue start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fatigue? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fatigue? [answer_type: numeric_scale | range: 1-10]","Is the fatigue constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fatigue getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fatigue better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fatigue? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fatigue? [answer_type: yes_no | options: yes, no]","Is the fatigue localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fatigue? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Amblyopia,reduced vision in one eye,0.4,0.0009,"Did the reduced vision in one eye start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing reduced vision in one eye? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the reduced vision in one eye? [answer_type: numeric_scale | range: 1-10]","Is the reduced vision in one eye constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the reduced vision in one eye getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the reduced vision in one eye better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with reduced vision in one eye? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to reduced vision in one eye? [answer_type: yes_no | options: yes, no]","Is the reduced vision in one eye localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the reduced vision in one eye? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Amblyopia,poor depth perception,0.4,0.0009,"Did the poor depth perception start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing poor depth perception? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the poor depth perception? [answer_type: numeric_scale | range: 1-10]","Is the poor depth perception constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the poor depth perception getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the poor depth perception better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with poor depth perception? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to poor depth perception? [answer_type: yes_no | options: yes, no]","Is the poor depth perception localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the poor depth perception? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Amblyopia,squinting,0.4,0.0009,"Did the squinting start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing squinting? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the squinting? [answer_type: numeric_scale | range: 1-10]","Is the squinting constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the squinting getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the squinting better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with squinting? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to squinting? [answer_type: yes_no | options: yes, no]","Is the squinting localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the squinting? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Amblyopia,head tilting,0.4,0.0009,"Did the head tilting start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing head tilting? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the head tilting? [answer_type: numeric_scale | range: 1-10]","Is the head tilting constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the head tilting getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the head tilting better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with head tilting? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to head tilting? [answer_type: yes_no | options: yes, no]","Is the head tilting localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the head tilting? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Amblyopia,difficulty with spatial tasks,0.4,0.0009,"Did the difficulty with spatial tasks start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing difficulty with spatial tasks? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the difficulty with spatial tasks? [answer_type: numeric_scale | range: 1-10]","Is the difficulty with spatial tasks constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the difficulty with spatial tasks getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the difficulty with spatial tasks better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with difficulty with spatial tasks? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to difficulty with spatial tasks? [answer_type: yes_no | options: yes, no]","Is the difficulty with spatial tasks localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the difficulty with spatial tasks? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Amblyopia,clumsiness,0.3,0.0009,"Did the clumsiness start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing clumsiness? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the clumsiness? [answer_type: numeric_scale | range: 1-10]","Is the clumsiness constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the clumsiness getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the clumsiness better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with clumsiness? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to clumsiness? [answer_type: yes_no | options: yes, no]","Is the clumsiness localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the clumsiness? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Amblyopia,eye strain,0.5,0.0009,"Did the eye strain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing eye strain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the eye strain? [answer_type: numeric_scale | range: 1-10]","Is the eye strain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the eye strain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the eye strain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with eye strain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to eye strain? [answer_type: yes_no | options: yes, no]","Is the eye strain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the eye strain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Amblyopia,poor fine motor skills,0.4,0.0009,"Did the poor fine motor skills start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing poor fine motor skills? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the poor fine motor skills? [answer_type: numeric_scale | range: 1-10]","Is the poor fine motor skills constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the poor fine motor skills getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the poor fine motor skills better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with poor fine motor skills? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to poor fine motor skills? [answer_type: yes_no | options: yes, no]","Is the poor fine motor skills localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the poor fine motor skills? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Alzheimer's Disease,memory loss,0.7,0.0045,"Did the memory loss start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing memory loss? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the memory loss? [answer_type: numeric_scale | range: 1-10]","Is the memory loss constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the memory loss getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the memory loss better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with memory loss? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to memory loss? [answer_type: yes_no | options: yes, no]","Is the memory loss localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the memory loss? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Alzheimer's Disease,confusion,0.8,0.0045,"Did the confusion start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing confusion? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the confusion? [answer_type: numeric_scale | range: 1-10]","Is the confusion constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the confusion getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the confusion better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with confusion? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to confusion? [answer_type: yes_no | options: yes, no]","Is the confusion localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the confusion? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Alzheimer's Disease,disorientation,0.6,0.0045,"Did the disorientation start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing disorientation? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the disorientation? [answer_type: numeric_scale | range: 1-10]","Is the disorientation constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the disorientation getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the disorientation better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with disorientation? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to disorientation? [answer_type: yes_no | options: yes, no]","Is the disorientation localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the disorientation? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Alzheimer's Disease,mood changes,0.5,0.0045,"Did the mood changes start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing mood changes? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the mood changes? [answer_type: numeric_scale | range: 1-10]","Is the mood changes constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the mood changes getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the mood changes better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with mood changes? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to mood changes? [answer_type: yes_no | options: yes, no]","Is the mood changes localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the mood changes? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Alzheimer's Disease,personality changes,0.3,0.0045,"Did the personality changes start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing personality changes? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the personality changes? [answer_type: numeric_scale | range: 1-10]","Is the personality changes constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the personality changes getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the personality changes better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with personality changes? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to personality changes? [answer_type: yes_no | options: yes, no]","Is the personality changes localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the personality changes? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
